# r_pc rho_Msun_pc3 sigma1d_kms pressure_rho_sigma2 N_scatter_per_orbit
7.633599236516e-06 2.514208141040e+09 3.002545227166e+04 2.266628494203e+18 2.877918853909e-07
7.686942233634e-06 2.488082868992e+09 2.992109126243e+04 2.227510185672e+18 2.906385792681e-07
7.740657987462e-06 2.462229066257e+09 2.981709298695e+04 2.189066995607e+18 2.935133246493e-07
7.794749102795e-06 2.436643911980e+09 2.971345618445e+04 2.151287272556e+18 2.964163967680e-07
7.849218202631e-06 2.411324614616e+09 2.961017959855e+04 2.114159566154e+18 2.993480735453e-07
7.904067928296e-06 2.386268411630e+09 2.950726197722e+04 2.077672623648e+18 3.023086356156e-07
7.959300939573e-06 2.361472569191e+09 2.940470207280e+04 2.041815386493e+18 3.052983663528e-07
8.014919914832e-06 2.336934381876e+09 2.930249864193e+04 2.006576986994e+18 3.083175518972e-07
8.070927551160e-06 2.312651172374e+09 2.920065044562e+04 1.971946745015e+18 3.113664811822e-07
8.127326564490e-06 2.288620291194e+09 2.909915624915e+04 1.937914164742e+18 3.144454459613e-07
8.184119689734e-06 2.264839116377e+09 2.899801482211e+04 1.904468931504e+18 3.175547408357e-07
8.241309680916e-06 2.241305053207e+09 2.889722493836e+04 1.871600908641e+18 3.206946632817e-07
8.298899311303e-06 2.218015533932e+09 2.879678537603e+04 1.839300134437e+18 3.238655136790e-07
8.356891373543e-06 2.194968017480e+09 2.869669491748e+04 1.807556819100e+18 3.270675953382e-07
8.415288679799e-06 2.172159989185e+09 2.859695234931e+04 1.776361341793e+18 3.303012145299e-07
8.474094061884e-06 2.149588960509e+09 2.849755646235e+04 1.745704247719e+18 3.335666805130e-07
8.533310371400e-06 2.127252468774e+09 2.839850605162e+04 1.715576245256e+18 3.368643055640e-07
8.592940479877e-06 2.105148076892e+09 2.829979991632e+04 1.685968203140e+18 3.401944050060e-07
8.652987278910e-06 2.083273373099e+09 2.820143685985e+04 1.656871147698e+18 3.435572972383e-07
8.713453680298e-06 2.061625970691e+09 2.810341568974e+04 1.628276260127e+18 3.469533037663e-07
8.774342616192e-06 2.040203507764e+09 2.800573521769e+04 1.600174873825e+18 3.503827492318e-07
8.835657039229e-06 2.019003646958e+09 2.790839425951e+04 1.572558471758e+18 3.538459614430e-07
8.897399922680e-06 1.998024075201e+09 2.781139163513e+04 1.545418683886e+18 3.573432714057e-07
8.959574260594e-06 1.977262503453e+09 2.771472616860e+04 1.518747284619e+18 3.608750133538e-07
9.022183067940e-06 1.956716666464e+09 2.761839668804e+04 1.492536190330e+18 3.644415247809e-07
9.085229380757e-06 1.936384322520e+09 2.752240202564e+04 1.466777456900e+18 3.680431464719e-07
9.148716256299e-06 1.916263253201e+09 2.742674101765e+04 1.441463277314e+18 3.716802225350e-07
9.212646773185e-06 1.896351263138e+09 2.733141250439e+04 1.416585979294e+18 3.753531004336e-07
9.277024031545e-06 1.876646179776e+09 2.723641533017e+04 1.392138022972e+18 3.790621310189e-07
9.341851153174e-06 1.857145853134e+09 2.714174834336e+04 1.368111998605e+18 3.828076685631e-07
9.407131281681e-06 1.837848155572e+09 2.704741039629e+04 1.344500624333e+18 3.865900707920e-07
9.472867582644e-06 1.818750981558e+09 2.695340034531e+04 1.321296743968e+18 3.904096989192e-07
9.539063243760e-06 1.799852247439e+09 2.685971705073e+04 1.298493324824e+18 3.942669176789e-07
9.605721475002e-06 1.781149891213e+09 2.676635937684e+04 1.276083455590e+18 3.981620953611e-07
9.672845508774e-06 1.762641872305e+09 2.667332619185e+04 1.254060344234e+18 4.020956038452e-07
9.740438600067e-06 1.744326171344e+09 2.658061636792e+04 1.232417315941e+18 4.060678186352e-07
9.808504026620e-06 1.726200789941e+09 2.648822878113e+04 1.211147811094e+18 4.100791188948e-07
9.877045089074e-06 1.708263750475e+09 2.639616231146e+04 1.190245383283e+18 4.141298874827e-07
9.946065111135e-06 1.690513095870e+09 2.630441584279e+04 1.169703697355e+18 4.182205109885e-07
1.001556743974e-05 1.672946889392e+09 2.621298826288e+04 1.149516527489e+18 4.223513797689e-07
1.008555544520e-05 1.655563214427e+09 2.612187846335e+04 1.129677755314e+18 4.265228879839e-07
1.015603252140e-05 1.638360174279e+09 2.603108533968e+04 1.110181368049e+18 4.307354336340e-07
1.022700208591e-05 1.621335891960e+09 2.594060779117e+04 1.091021456687e+18 4.349894185971e-07
1.029846758022e-05 1.604488509986e+09 2.585044472096e+04 1.072192214200e+18 4.392852486664e-07
1.037043246984e-05 1.587816190174e+09 2.576059503602e+04 1.053687933778e+18 4.436233335879e-07
1.044290024450e-05 1.571317113442e+09 2.567105764709e+04 1.035503007105e+18 4.480040870989e-07
1.051587441833e-05 1.554989479610e+09 2.558183146871e+04 1.017631922651e+18 4.524279269666e-07
1.058935853001e-05 1.538831507204e+09 2.549291541918e+04 1.000069264010e+18 4.568952750272e-07
1.066335614294e-05 1.522841433262e+09 2.540430842058e+04 9.828097082525e+17 4.614065572250e-07
1.073787084542e-05 1.507017513139e+09 2.531600939872e+04 9.658480243140e+17 4.659622036526e-07
1.081290625084e-05 1.491358020321e+09 2.522801728316e+04 9.491790714105e+17 4.705626485907e-07
1.088846599784e-05 1.475861246233e+09 2.514033100716e+04 9.327977974791e+17 4.752083305488e-07
1.096455375046e-05 1.460525500055e+09 2.505294950770e+04 9.166992376477e+17 4.798996923061e-07
1.104117319838e-05 1.445349108534e+09 2.496587172546e+04 9.008785127294e+17 4.846371809527e-07
1.111832805703e-05 1.430330415808e+09 2.487909660479e+04 8.853308277447e+17 4.894212479316e-07
1.119602206782e-05 1.415467783217e+09 2.479262309371e+04 8.700514704672e+17 4.942523490805e-07
1.127425899832e-05 1.400759589130e+09 2.470645014391e+04 8.550358099962e+17 4.991309446744e-07
1.135304264239e-05 1.386204228769e+09 2.462057671070e+04 8.402792953527e+17 5.040574994688e-07
1.143237682044e-05 1.371800114026e+09 2.453500175305e+04 8.257774541003e+17 5.090324827425e-07
1.151226537954e-05 1.357545673300e+09 2.444972423353e+04 8.115258909897e+17 5.140563683420e-07
1.159271219367e-05 1.343439351319e+09 2.436474311832e+04 7.975202866263e+17 5.191296347253e-07
1.167372116388e-05 1.329479608971e+09 2.428005737718e+04 7.837563961613e+17 5.242527650062e-07
1.175529621847e-05 1.315664923137e+09 2.419566598348e+04 7.702300480053e+17 5.294262470002e-07
1.183744131318e-05 1.301993786527e+09 2.411156791414e+04 7.569371425635e+17 5.346505732692e-07
1.192016043142e-05 1.288464707511e+09 2.402776214963e+04 7.438736509938e+17 5.399262411676e-07
1.200345758442e-05 1.275076209960e+09 2.394424767398e+04 7.310356139850e+17 5.452537528888e-07
1.208733681144e-05 1.261826833082e+09 2.386102347473e+04 7.184191405575e+17 5.506336155118e-07
1.217180217996e-05 1.248715131267e+09 2.377808854297e+04 7.060204068837e+17 5.560663410485e-07
1.225685778591e-05 1.235739673923e+09 2.369544187327e+04 6.938356551288e+17 5.615524464916e-07
1.234250775380e-05 1.222899045326e+09 2.361308246370e+04 6.818611923125e+17 5.670924538621e-07
1.242875623701e-05 1.210191844461e+09 2.353100931582e+04 6.700933891891e+17 5.726868902589e-07
1.251560741790e-05 1.197616684873e+09 2.344922143465e+04 6.585286791479e+17 5.783362879067e-07
1.260306550808e-05 1.185172194513e+09 2.336771782869e+04 6.471635571321e+17 5.840411842067e-07
1.269113474858e-05 1.172857015588e+09 2.328649750985e+04 6.359945785766e+17 5.898021217858e-07
1.277981941008e-05 1.160669804414e+09 2.320555949351e+04 6.250183583638e+17 5.956196485474e-07
1.286912379309e-05 1.148609231272e+09 2.312490279846e+04 6.142315697978e+17 6.014943177223e-07
1.295905222817e-05 1.136673980256e+09 2.304452644688e+04 6.036309435961e+17 6.074266879204e-07
1.304960907616e-05 1.124862749137e+09 2.296442946439e+04 5.932132668986e+17 6.134173231823e-07
1.314079872835e-05 1.113174249216e+09 2.288461087995e+04 5.829753822941e+17 6.194667930320e-07
1.323262560673e-05 1.101607205186e+09 2.280506972593e+04 5.729141868632e+17 6.255756725300e-07
1.332509416418e-05 1.090160354990e+09 2.272580503806e+04 5.630266312377e+17 6.317445423262e-07
1.341820888472e-05 1.078832449688e+09 2.264681585539e+04 5.533097186768e+17 6.379739887147e-07
1.351197428367e-05 1.067622253314e+09 2.256810122036e+04 5.437605041584e+17 6.442646036876e-07
1.360639490793e-05 1.056528542749e+09 2.248966017869e+04 5.343760934869e+17 6.506169849905e-07
1.370147533616e-05 1.045550107580e+09 2.241149177945e+04 5.251536424155e+17 6.570317361775e-07
1.379722017902e-05 1.034685749974e+09 2.233359507500e+04 5.160903557848e+17 6.635094666682e-07
1.389363407939e-05 1.023934284544e+09 2.225596912100e+04 5.071834866752e+17 6.700507918032e-07
1.399072171259e-05 1.013294538219e+09 2.217861297639e+04 4.984303355746e+17 6.766563329022e-07
1.408848778661e-05 1.002765350120e+09 2.210152570337e+04 4.898282495598e+17 6.833267173211e-07
1.418693704234e-05 9.923455714290e+08 2.202470636743e+04 4.813746214932e+17 6.900625785108e-07
1.428607425380e-05 9.820340652660e+08 2.194815403726e+04 4.730668892318e+17 6.968645560755e-07
1.438590422838e-05 9.718297065644e+08 2.187186778484e+04 4.649025348511e+17 7.037332958324e-07
1.448643180705e-05 9.617313819479e+08 2.179584668535e+04 4.568790838822e+17 7.106694498715e-07
1.458766186462e-05 9.517379896099e+08 2.172008981716e+04 4.489941045611e+17 7.176736766163e-07
1.468959930994e-05 9.418484391923e+08 2.164459626190e+04 4.412452070923e+17 7.247466408848e-07
1.479224908619e-05 9.320616516673e+08 2.156936510434e+04 4.336300429244e+17 7.318890139511e-07
1.489561617109e-05 9.223765592191e+08 2.149439543246e+04 4.261463040379e+17 7.391014736080e-07
1.499970557713e-05 9.127921051277e+08 2.141968633740e+04 4.187917222464e+17 7.463847042294e-07
1.510452235184e-05 9.033072436537e+08 2.134523691347e+04 4.115640685084e+17 7.537393968344e-07
1.521007157800e-05 8.939209399239e+08 2.127104625810e+04 4.044611522520e+17 7.611662491506e-07
1.531635837394e-05 8.846321698185e+08 2.119711347188e+04 3.974808207113e+17 7.686659656798e-07
1.542338789374e-05 8.754399198596e+08 2.112343765854e+04 3.906209582734e+17 7.762392577623e-07
1.553116532748e-05 8.663431871002e+08 2.105001792489e+04 3.838794858376e+17 7.838868436436e-07
1.563969590155e-05 8.573409790151e+08 2.097685338086e+04 3.772543601850e+17 7.916094485405e-07
1.574898487881e-05 8.484323133924e+08 2.090394313949e+04 3.707435733594e+17 7.994078047088e-07
1.585903755894e-05 8.396162182265e+08 2.083128631687e+04 3.643451520588e+17 8.072826515106e-07
1.596985927862e-05 8.308917316120e+08 2.075888203220e+04 3.580571570369e+17 8.152347354832e-07
1.608145541186e-05 8.222579016387e+08 2.068672940771e+04 3.518776825159e+17 8.232648104082e-07
1.619383137018e-05 8.137137862877e+08 2.061482756869e+04 3.458048556085e+17 8.313736373812e-07
1.630699260296e-05 8.052584533287e+08 2.054317564348e+04 3.398368357505e+17 8.395619848824e-07
1.642094459761e-05 7.968909802184e+08 2.047177276345e+04 3.339718141427e+17 8.478306288477e-07
1.653569287994e-05 7.886104539994e+08 2.040061806296e+04 3.282080132029e+17 8.561803527406e-07
1.665124301432e-05 7.804159712013e+08 2.032971067942e+04 3.225436860273e+17 8.646119476247e-07
1.676760060405e-05 7.723066377414e+08 2.025904975321e+04 3.169771158606e+17 8.731262122370e-07
1.688477129156e-05 7.642815688277e+08 2.018863442772e+04 3.115066155759e+17 8.817239530617e-07
1.700276075870e-05 7.563398888618e+08 2.011846384928e+04 3.061305271634e+17 8.904059844049e-07
1.712157472706e-05 7.484807313441e+08 2.004853716723e+04 3.008472212280e+17 8.991731284699e-07
1.724121895818e-05 7.407032387786e+08 1.997885353384e+04 2.956550964951e+17 9.080262154336e-07
1.736169925387e-05 7.330065625797e+08 1.990941210434e+04 2.905525793258e+17 9.169660835225e-07
1.748302145648e-05 7.253898629794e+08 1.984021203689e+04 2.855381232392e+17 9.259935790912e-07
1.760519144920e-05 7.178523089359e+08 1.977125249257e+04 2.806102084447e+17 9.351095567000e-07
1.772821515632e-05 7.103930780428e+08 1.970253263539e+04 2.757673413803e+17 9.443148791940e-07
1.785209854353e-05 7.030113564393e+08 1.963405163226e+04 2.710080542609e+17 9.536104177833e-07
1.797684761819e-05 6.957063387215e+08 1.956580865297e+04 2.663309046327e+17 9.629970521228e-07
1.810246842968e-05 6.884772278547e+08 1.949780287022e+04 2.617344749364e+17 9.724756703942e-07
1.822896706962e-05 6.813232350858e+08 1.943003345958e+04 2.572173720775e+17 9.820471693879e-07
1.835634967221e-05 6.742435798581e+08 1.936249959947e+04 2.527782270039e+17 9.917124545853e-07
1.848462241450e-05 6.672374897256e+08 1.929520047119e+04 2.484156942915e+17 1.001472440243e-06
1.861379151674e-05 6.603042002687e+08 1.922813525885e+04 2.441284517355e+17 1.011328049478e-06
1.874386324260e-05 6.534429550110e+08 1.916130314944e+04 2.399151999507e+17 1.021280214351e-06
1.887484389955e-05 6.466530053370e+08 1.909470333274e+04 2.357746619769e+17 1.031329875954e-06
1.900673983914e-05 6.399336104095e+08 1.902833500136e+04 2.317055828922e+17 1.041477984497e-06
1.913955745728e-05 6.332840370900e+08 1.896219735072e+04 2.277067294326e+17 1.051725499395e-06
1.927330319460e-05 6.267035598576e+08 1.889628957903e+04 2.237768896184e+17 1.062073389357e-06
1.940798353671e-05 6.201914607307e+08 1.883061088730e+04 2.199148723866e+17 1.072522632477e-06
1.954360501457e-05 6.137470291881e+08 1.876516047929e+04 2.161195072299e+17 1.083074216320e-06
1.968017420476e-05 6.073695620918e+08 1.869993756155e+04 2.123896438421e+17 1.093729138017e-06
1.981769772982e-05 6.010583636099e+08 1.863494134339e+04 2.087241517696e+17 1.104488404358e-06
1.995618225856e-05 5.948127451412e+08 1.857017103685e+04 2.051219200685e+17 1.115353031879e-06
2.009563450641e-05 5.886320252398e+08 1.850562585672e+04 2.015818569678e+17 1.126324046961e-06
2.023606123570e-05 5.825155295405e+08 1.844130502052e+04 1.981028895389e+17 1.137402485925e-06
2.037746925605e-05 5.764625906856e+08 1.837720774849e+04 1.946839633702e+17 1.148589395121e-06
2.051986542464e-05 5.704725482522e+08 1.831333326358e+04 1.913240422475e+17 1.159885831034e-06
2.066325664656e-05 5.645447486794e+08 1.824968079142e+04 1.880221078399e+17 1.171292860373e-06
2.080764987518e-05 5.586785451980e+08 1.818624956038e+04 1.847771593913e+17 1.182811560174e-06
2.095305211243e-05 5.528732977591e+08 1.812303880146e+04 1.815882134171e+17 1.194443017898e-06
2.109947040920e-05 5.471283729647e+08 1.806004774836e+04 1.784543034059e+17 1.206188331531e-06
2.124691186563e-05 5.414431439984e+08 1.799727563745e+04 1.753744795268e+17 1.218048609685e-06
2.139538363148e-05 5.358169905572e+08 1.793472170772e+04 1.723478083414e+17 1.230024971701e-06
2.154489290646e-05 5.302492987837e+08 1.787238520085e+04 1.693733725211e+17 1.242118547751e-06
2.169544694062e-05 5.247394611991e+08 1.781026536113e+04 1.664502705685e+17 1.254330478941e-06
2.184705303465e-05 5.192868766368e+08 1.774836143547e+04 1.635776165451e+17 1.266661917422e-06
2.199971854025e-05 5.138909501772e+08 1.768667267342e+04 1.607545398019e+17 1.279114026485e-06
2.215345086053e-05 5.085510930824e+08 1.762519832711e+04 1.579801847159e+17 1.291687980682e-06
2.230825745029e-05 5.032667227323e+08 1.756393765131e+04 1.552537104309e+17 1.304384965920e-06
2.246414581644e-05 4.980372625606e+08 1.750288990333e+04 1.525742906026e+17 1.317206179581e-06
2.262112351836e-05 4.928621419922e+08 1.744205434310e+04 1.499411131477e+17 1.330152830628e-06
2.277919816824e-05 4.877407963811e+08 1.738143023312e+04 1.473533799985e+17 1.343226139713e-06
2.293837743147e-05 4.826726669482e+08 1.732101683842e+04 1.448103068605e+17 1.356427339295e-06
2.309866902699e-05 4.776572007210e+08 1.726081342663e+04 1.423111229748e+17 1.369757673751e-06
2.326008072770e-05 4.726938504729e+08 1.720081926789e+04 1.398550708847e+17 1.383218399488e-06
2.342262036081e-05 4.677820746635e+08 1.714103363489e+04 1.374414062057e+17 1.396810785062e-06
2.358629580822e-05 4.629213373797e+08 1.708145580286e+04 1.350693974006e+17 1.410536111294e-06
2.375111500692e-05 4.581111082770e+08 1.702208504952e+04 1.327383255569e+17 1.424395671386e-06
2.391708594934e-05 4.533508625217e+08 1.696292065513e+04 1.304474841695e+17 1.438390771039e-06
2.408421668378e-05 4.486400807339e+08 1.690396190243e+04 1.281961789267e+17 1.452522728578e-06
2.425251531479e-05 4.439782489304e+08 1.684520807668e+04 1.259837274991e+17 1.466792875067e-06
2.442199000352e-05 4.393648584690e+08 1.678665846559e+04 1.238094593334e+17 1.481202554435e-06
2.459264896818e-05 4.347994059926e+08 1.672831235936e+04 1.216727154489e+17 1.495753123598e-06
2.476450048440e-05 4.302813933747e+08 1.667016905067e+04 1.195728482379e+17 1.510445952586e-06
2.493755288564e-05 4.258103276648e+08 1.661222783465e+04 1.175092212693e+17 1.525282424663e-06
2.511181456358e-05 4.213857210347e+08 1.655448800887e+04 1.154812090958e+17 1.540263936461e-06
2.528729396856e-05 4.170070907254e+08 1.649694887335e+04 1.134881970643e+17 1.555391898102e-06
2.546399960996e-05 4.126739589939e+08 1.643960973054e+04 1.115295811295e+17 1.570667733332e-06
2.564194005662e-05 4.083858530619e+08 1.638246988533e+04 1.096047676712e+17 1.586092879650e-06
2.582112393727e-05 4.041423050634e+08 1.632552864500e+04 1.077131733138e+17 1.601668788438e-06
2.600155994093e-05 3.999428519943e+08 1.626878531925e+04 1.058542247500e+17 1.617396925096e-06
2.618325681733e-05 3.957870356614e+08 1.621223922019e+04 1.040273585669e+17 1.633278769178e-06
2.636622337736e-05 3.916744026328e+08 1.615588966231e+04 1.022320210750e+17 1.649315814524e-06
2.655046849346e-05 3.876045041881e+08 1.609973596247e+04 1.004676681408e+17 1.665509569398e-06
2.673600110009e-05 3.835768962696e+08 1.604377743993e+04 9.873376502154e+16 1.681861556629e-06
2.692283019413e-05 3.795911394338e+08 1.598801341630e+04 9.702978620320e+16 1.698373313746e-06
2.711096483533e-05 3.756467988038e+08 1.593244321556e+04 9.535521524135e+16 1.715046393123e-06
2.730041414676e-05 3.717434440210e+08 1.587706616402e+04 9.370954460455e+16 1.731882362119e-06
2.749118731522e-05 3.678806491991e+08 1.582188159035e+04 9.209227552051e+16 1.748882803222e-06
2.768329359173e-05 3.640579928771e+08 1.576688882554e+04 9.050291782495e+16 1.766049314193e-06
2.787674229195e-05 3.602750579733e+08 1.571208720292e+04 8.894098981301e+16 1.783383508215e-06
2.807154279662e-05 3.565314317401e+08 1.565747605813e+04 8.740601809329e+16 1.800887014037e-06
2.826770455205e-05 3.528267057187e+08 1.560305472911e+04 8.589753744434e+16 1.818561476126e-06
2.846523707055e-05 3.491604756947e+08 1.554882255612e+04 8.441509067368e+16 1.836408554816e-06
2.866414993091e-05 3.455323416537e+08 1.549477888169e+04 8.295822847924e+16 1.854429926461e-06
2.886445277886e-05 3.419419077381e+08 1.544092305066e+04 8.152650931314e+16 1.872627283587e-06
2.906615532751e-05 3.383887822037e+08 1.538725441013e+04 8.011949924794e+16 1.891002335048e-06
2.926926735786e-05 3.348725773767e+08 1.533377230947e+04 7.873677184505e+16 1.909556806182e-06
2.947379871927e-05 3.313929096119e+08 1.528047610033e+04 7.737790802553e+16 1.928292438967e-06
2.967975932991e-05 3.279493992505e+08 1.522736513658e+04 7.604249594304e+16 1.947210992185e-06
2.988715917726e-05 3.245416705786e+08 1.517443877437e+04 7.473013085907e+16 1.966314241575e-06
3.009600831859e-05 3.211693517865e+08 1.512169637206e+04 7.344041502022e+16 1.985603980005e-06
3.030631688147e-05 3.178320749282e+08 1.506913729027e+04 7.217295753765e+16 2.005082017627e-06
3.051809506420e-05 3.145294758807e+08 1.501676089181e+04 7.092737426865e+16 2.024750182048e-06
3.073135313639e-05 3.112611943047e+08 1.496456654174e+04 6.970328770018e+16 2.044610318494e-06
3.094610143938e-05 3.080268736054e+08 1.491255360728e+04 6.850032683445e+16 2.064664289980e-06
